주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
보은주차장(민영),용산구 용문동 8-27,NP,25,3000,30,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-719-7997,미연계,37.537374,126.960721
용산구 원효로2가 78-3 ,용산구 원효로2가 78-3 ,BS,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.537325,126.963271
용산구 원효로2가 91-20 ,용산구 원효로2가 91-20 ,BS,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.535429,126.960783
용산구 원효로2가 92-2 ,용산구 원효로2가 92-2 ,BS,61,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.534846,126.96115
용산전자상가5(구),용산구 용산동3가 2-1,NW,42,250,5,250,5,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-707-3164,미연계,37.5338,126.963423
용산주차빌딩(구),용산구 원효로3가 51-5,NW,114,3000,60,250,5,21000,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,027073163,미연계,37.533878,126.960073
용문-1,새창로 116 ~ 새창로 120,T,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53715376,126.96044607
신창공영주차장(구),용산구 신창동 53-1,NW,110,150,5,150,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-711-1924,미연계,37.5353106,126.95521319
여의서로 공영주차장(시),영등포구 여의도동 8-1,NS,84,160,5,160,5,,41,2024-10-02 16:04:59,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-5670-4293,20분,37.53363126,126.91268727
국민건강보험공단 영등포남부지사,영등포구 당산동6가 298-0,BS,5,0,0,0,0,0,0,,0000 ~ 0000,0900 ~ 1800,0900 ~ 1800,02-2164-1111,미연계,37.534621,126.902889
양평로-1,양평로 26 ~ 양평로 30,T,5,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5334083,126.9032186
그랜드컨벤션센타 제1주차장,영등포구 당산동6가 337-23,BS,62,3000,60,3000,60,0,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-3667-7136,미연계,37.535056,126.900699
그랜드컨벤션센터 제2주차장(민영),영등포구 당산동6가 337-21,NP,126,2000,30,1000,15,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0803303600,미연계,37.535553,126.90107
다옥빌딩 주차장,영등포구 당산동6가 331-1,BP,120,1500,30,1500,30,0,0,,0700 ~ 2100,0700 ~ 2100,0700 ~ 2100,,미연계,37.53455183,126.90129308
이화빌딩 주차장,영등포구 당산동5가 9-9,BS,58,1500,30,500,10,20000,0,,0830 ~ 2100,0830 ~ 2100,0830 ~ 2100,,미연계,37.53443358,126.89873323
 선유도아이에스비즈타워,영등포구 양평동5가 1-1 ,BS,238,500,10,500,10,,0,,0700 ~ 2300,0700 ~ 2300,0700 ~ 2300,,미연계,37.536152,126.89186
GS타임즈 이레빌딩 주차장,영등포구 양평동4가 2-0 ,BS,420,2000,30,2000,30,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.533786,126.897119
롯데홈쇼핑 서울본사,영등포구 양평동5가 21-0 ,BS,373,0,30,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.537394,126.892908
양평2동청사 공영(구),영등포구 양평동4가 72-1,NW,93,250,5,250,5,,0,2024-03-11 12:07:33,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2677-1401,미연계,37.5364693,126.8938571
목동체비지 공영주차장(시),양천구 목동 908-26,NW,55,130,5,130,5,9300,88,2024-10-02 16:04:51,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-9381-8004,20분,37.53679354,126.8806468
부영그린 공영노상주차장(구),양천구 목동 908-35,NS,17,150,5,0,0,9000,7,2024-10-02 16:04:03,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2644-1386,20분,37.537282668073196,126.88113087040017
광장공영주차장(구),양천구 목동 907-19,NW,42,150,5,,,,0,2024-03-07 14:51:22,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-2776-3235,미연계,37.535463,126.879364
목동노외 공영주차장(시),양천구 목동 905-32,NW,48,150,5,150,5,9000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2664-1386,미연계,37.53344049,126.87660968
법안정사 공영주차장(구),양천구 목동 907-1,NS,38,150,5,0,0,9000,27,2024-10-02 16:03:48,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2644-1386,20분,37.5358177386499,126.87745893754368
우리공영주차장(구),양천구 목동 907-8,NW,39,150,5,0,0,0,0,2024-03-07 13:42:57,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-2776-3235,미연계,37.536614,126.879181
파리공원(구),양천구 목동 906-1,NS,38,150,5,150,5,0,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.53394612,126.87624494
목동동로-5,목동 906 ~ 목동 906,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5337056,126.8774834
광장(민영),양천구 목동 731-15,NP,28,1500,30,500,10,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53599113,126.86402171
화곡4-1 공영주차장(구),강서구 화곡동 809-26,NW,138,50,5,50,5,2000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2645-1574,미연계,37.53431225,126.86105755
화곡2-1 공영주차장(구),강서구 화곡동 167-10,NW,59,50,5,50,5,2000,0,,0600 ~ 1900,0000 ~ 2400,0000 ~ 2400,02-2607-1419,미연계,37.536046,126.852451
화곡8-2 공영주차장(구),강서구 화곡동 410-4,NW,110,50,5,50,5,2000,0,,0900 ~ 0600,0000 ~ 2400,0000 ~ 0000,02-2607-1571,미연계,37.537733,126.850353
까치주차장(민영),강서구 화곡동 353-8,NP,14,1500,30,500,10,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2696-5514,미연계,37.53356311,126.8423177
화곡주차장(민영),강서구 화곡동 338-26,NP,31,1500,30,1000,10,15000,0,,0600 ~ 2359,0600 ~ 2359,0600 ~ 2359,010-6711-3396,미연계,37.53393191,126.8459371
화곡중앙교회,강서구 화곡동 105-456 ,BS,19,0,0,0,0,0,0,,1000 ~ 1700,1000 ~ 1700,0000 ~ 0000,,미연계,37.537485,126.843974
가로공원로 지하 주차장(구),강서구 화곡동 662-15,NW,500,100,5,100,5,5000,1,2024-10-02 16:03:46,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2699-0802,20분,37.53758251,126.83934816
달구지길 노상공영주차장(구),강서구 화곡동 361-1,NS,29,250,5,,,,0,,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2065-1575,미연계,37.533574,126.83847471
화곡7-1 공영주차장(구),강서구 화곡동 370-63,NW,86,50,5,300,30,6000,0,,1000 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2699-8671,미연계,37.536029,126.839151
가로공원공영주차장(구),양천구 신월동 263-0,NW,376,150,5,150,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2065-8333,미연계,37.5363308,126.8322604
곰달래로5길 노상(구),양천구 신월동 126-36,NS,80,150,5,300,10,9000,0,,0900 ~ 1900,0900 ~ 1300,0000 ~ 0000,02-2698-1386,미연계,37.53487073,126.83160877
신월1동저지복개2구역(구),양천구 신월동 90-1,NS,40,150,5,300,10,9000,0,,0900 ~ 1900,0900 ~ 1300,0000 ~ 0000,02-2698-1386,미연계,37.53640535,126.83375063
가로공원공영주차장,,DI,12,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.536139,126.830202
능골주차장(구),양천구 신월동 152-38,NW,61,50,5,50,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-8944-1382,미연계,37.5334549,126.8246241
신우주차장(구),양천구 신월동 166-23,NW,107,50,5,50,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3457-8841,미연계,37.5342655,126.828501
신월3동 여울공영주차장(구),양천구 신월동 151-5,NW,76,50,5,50,5,0,51,2024-10-02 16:05:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2644-1386,20분,37.53504594,126.82414512
신월3동주민센터,양천구 신월동 167-5,BS,10,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-2620-4105,미연계,37.533647,126.829152
보훈병원 주차장,강동구 둔촌동 6-2,BS,508,0,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5298942,127.1476624
일자산제1체육관 주차장,강동구 둔촌동 140-0,BS,21,150,5,150,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5328457,127.1506645
일자산제2체육관 주차장,강동구 둔촌동 14-1 ,BS,43,150,5,150,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5293649,127.14941401
일자산 2체육관,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.52943639,127.1493859
일자산 1체육관,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53288913,127.1508579
강동구 둔촌동 65-0 ,강동구 둔촌동 65-0,BS,6,,,,,,0,,1800 ~ 0900,0000 ~ 2400,0000 ~ 2400,,미연계,37.533336,127.141944
약수터주차장(민영),강동구 둔촌동 78-4,NP,30,1000,60,0,0,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-477-4900,미연계,37.53078427,127.14265485
용성빌딩 주차장,강동구 둔촌동 75-6,BS,21,2000,30,1500,30,,0,,0700 ~ 2300,0700 ~ 2300,0700 ~ 2300,,미연계,37.5292692,127.1430039
OK스크린골프 주차장,강동구 성내동 396-11,BS,27,3000,30,2000,30,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5313627,127.1365308
백제추어탕 부설주차장,강동구 둔촌동 486-5,BS,13,,,,,,0,,2200 ~ 0800,2200 ~ 0800,2200 ~ 0800,,미연계,37.53149,127.138103
삼원빌딩,강동구 성내동 415-8,BS,37,3000,30,1000,10,40000,37,2024-10-02 16:05:17,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.529346,127.136281
신성빌딩 주차장,강동구 둔촌동 489-8,BS,24,2000,30,2000,30,,0,,0700 ~ 2300,0700 ~ 2300,0700 ~ 2300,,미연계,37.5300594,127.13770501
안말 주차장(구),강동구 성내동 512-0,NW,169,150,5,150,5,,133,2024-10-02 16:05:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-482-3194,20분,37.531248,127.129855
15-가600구간(구),강동구 명일동 583-0,NS,1,500,10,0,0,0,0,,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.530428,127.123802
강동구보건소 주차장,강동구 성내동 541-2 ,BP,35,250,5,250,5,0,0,2024-06-22 06:59:39,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,02-472-0703,미연계,37.52923,127.125583
강동구청 주차장,강동구 성내동 540-0 ,BP,105,250,5,250,5,0,0,2024-07-29 04:13:47,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,02-486-1565,미연계,37.529619,127.124246
강동빌딩 주차장,강동구 성내동 551-0,BS,46,5000,30,5000,30,,0,,0700 ~ 2000,0700 ~ 2000,0700 ~ 2000,,미연계,37.5293163,127.1232197
공유) 15-가600구간(구),강동구 성내동 583-0,NS,4,0,0,0,0,0,2,2024-10-02 16:04:55,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.530569,127.12366237
서경빌딩 주차장,강동구 성내동 539-3,BS,32,500,10,500,10,,0,,0800 ~ 1800,0800 ~ 1800,0800 ~ 1800,,미연계,37.5302941,127.1229752
성내전통시장 주차장(구),강동구 성내동 224-37,NW,28,150,5,150,5,,0,2024-02-23 08:31:36,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,070-7547-3512,미연계,37.53334,127.128258
보스렌자(민영),강동구 성내동 552-2,NP,20,2000,30,500,10,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-484-1163,미연계,37.52979618,127.12243455
에스원볼링센타 주차장,송파구 풍납동 504-2,BS,76,1500,30,500,10,25000,0,,0730 ~ 2400,0730 ~ 2400,0730 ~ 2400,,미연계,37.530628,127.120178
도원빌딩 주차장,송파구 풍납동 403-2,BS,34,1500,30,500,10,,0,,0700 ~ 2400,0700 ~ 2400,0700 ~ 2400,,미연계,37.528939,127.116032
동서울 호텔길(B) 공영주차장(구),광진구 구의동 609-1 ,NS,27,250,5,0,0,10000,0,,0900 ~ 1800,0900 ~ 1500,0900 ~ 1500,,미연계,37.53326,127.091667
대승주차장011-259-7583(민영),광진구 자양동 690-33,NP,60,2000,30,500,10,20000,0,,0730 ~ 2000,0000 ~ 0000,0000 ~ 0000,02-455-3170,미연계,37.53044488,127.08750035
와이엠프라젠스파,광진구 자양동 663-21 ,BS,201,0,0,0,0,0,26,2024-10-02 16:05:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2619-4454,20분,37.53090327,127.08416216
유료주차장(민영),광진구 자양동 680-29,NP,20,2000,30,1000,15,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2002-1313,미연계,37.532906,127.086073
편안한요양병원[광진자양점],광진구 자양동 685-0 ,BS,65,2000,30,500,10,30000,37,2024-10-02 16:05:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6053-8585,20분,37.53157639,127.08647428
국민은행자양동지점 주차장,광진구 자양동 636-10,BS,30,2000,30,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.531747,127.079746
서울중앙농협하나로마트 주차장,광진구 자양동 635-8 ,BS,38,1500,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.531976,127.080818
뚝섬2주차장[안내센터 앞],광진구 자양동 435-0 ,BP,356,1000,30,200,10,10000,0,2024-01-10 12:06:49,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,미연계,37.529021,127.073261
자양유수지 공영주차장(구),광진구 자양동 594-0,NW,281,150,5,0,0,0,0,2024-09-25 06:32:50,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2049-4596,미연계,37.529677,127.077601
자양한강도서관,광진구 자양동 594-0 ,BP,28,300,10,0,0,0,0,2020-08-06 11:44:09,0900 ~ 1800,0900 ~ 1700,0900 ~ 1700,02-456-0048,미연계,37.52934117,127.07758161
뚝섬3주차장[수영장 앞],광진구 자양동 112-0 ,BP,112,1000,30,200,10,10000,0,2023-12-20 10:17:47,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,미연계,37.530632,127.067414
뚝섬4주차장[청담대교 하부],광진구 자양동 97-5 ,BP,136,1000,30,200,10,10000,0,2024-02-27 09:22:01,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,미연계,37.531401,127.064373
압구정29길 노상공영 주차장(구),강남구 압구정동 453-0,NS,137,200,5,200,5,0,106,2024-10-02 16:05:27,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2176-0907,20분,37.531674,127.027216
압구정동 주민센터 주차장,강남구 압구정동 458-0 ,BP,8,,,,,,0,,1800 ~ 0000,0000 ~ 2400,0000 ~ 2400,02-3423-7603,미연계,37.53061998057177,127.0308351764698
논현로190길-1,압구정동 369-3 ~ 압구정동 462,T,171,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53311185,127.03117609
논현로190길-2,압구정동 462 ~ 압구정동 369-3,T,171,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53301868,127.03110008
압구정동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53059522,127.0306477
동호대교(남) 공영주차장(시),강남구 압구정동 435-0,NS,18,170,5,170,5,0,15,2024-10-02 16:05:44,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-9381-8004,20분,37.53106835,127.02481727
논현로189길-1,압구정로 151 ~ 압구정로 151,T,17,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5308351,127.0243833
오거리주차장(민영),용산구 한남동 95-13,NP,50,2000,30,,,15000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-797-0388,미연계,37.53192786,127.00746101
한남유수지공영주차장(구),용산구 한남동 522-44,NW,124,150,5,150,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-749-9631,미연계,37.5298673,127.00740065
한남주차장(민영),용산구 한남동 520-1,NP,15,1000,30,1000,30,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-7270-0669,미연계,37.5306105,127.00800269
대사관34길-1,녹사평대로 208 ~ 대사관로 76,T,42,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5306029,127.0065238
청석주차장(민영),용산구 보광동 3-97,NP,6,2000,60,1000,30,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4135-7923,미연계,37.5294259,127.0036129
골목주차장(민영),용산구 이태원동 131-11,NP,15,1000,15,1000,15,25000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53322252,126.99497862
생생주차장(민영),용산구 보광동 242-1,NP,20,1500,30,,,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-749-3773,미연계,37.52976578,126.997714
영남주차장(민영),용산구 이태원동 132-7,NP,15,2000,30,1000,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-797-2687,미연계,37.533371,126.995423
이태원1동공영(구),용산구 이태원동 22-36,NS,11,250,5,0,0,0,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-749-5314,미연계,37.53095288,126.99568852
녹사평32주차장(민영),용산구 이태원동 44-31,NP,15,2000,20,2000,20,0,0,2023-07-26 16:27:39,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53301,126.99073
용산구청(용산아트홀),용산구 이태원동 34-87 ,BP,482,1000,30,250,5,0,0,,0700 ~ 2200,0700 ~ 2200,0700 ~ 2200,02-2199-6316,미연계,37.532511,126.990547
공유) 한강로동 22구간(구),용산구 한강로2가 157-2,NS,4,0,0,0,0,0,0,2024-10-02 12:07:56,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,2일,37.529486,126.97003
아모레퍼시픽 본사 주차장,용산구 한강로2가 424-0 ,BS,698,0,30,1000,10,30000,194,2024-10-02 16:05:44,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,02-6040-2467,20분,37.52917153,126.96843137
용산구 한강로2가 2-39(시),용산구 한강로2가 2-39,NW,12,4000,60,4000,60,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.530919,126.96875
용전주차장(민영),용산구 한강로2가 16-2,NP,41,1500,30,500,10,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2358-5124,미연계,37.53232694,126.96623478
서울드래곤시티,용산구 한강로3가 40-969 ,BS,535,1000,10,1000,10,32000,320,2024-10-02 16:05:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2223-7000,20분,37.532138,126.961445
용산전자상가1(구),용산구 용산동3가 12-0,NW,202,250,5,250,5,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-707-3105,미연계,37.532052,126.964791
용산전자상가2(구),용산구 한강로3가 14-1,NW,196,250,5,250,5,,0,,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,02-707-3149,미연계,37.532696,126.963073
용산전자상가3(구),용산구 한강로3가 19-2,NW,167,250,5,250,5,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-707-3195,미연계,37.53258192,126.9603249
e테크밸리,용산구 원효로3가 51-37 ,BS,96,1500,30,500,10,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53331188,126.95768341
성촌공원 남측 관광버스 주차허용 구간(시),용산구 이촌동 173-1,NS,4,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53078633,126.9542825
이촌로-1,이촌로 67 ~ 이촌로 20 건너편,T,71,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5290787,126.9546287
세우빌딩,영등포구 여의도동 10-0 ,BS,49,3000,30,1000,10,0,0,2024-10-02 16:04:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-742-7713,20분,37.530037,126.926235
여의도호텔(舊세우빌딩)앞(구),영등포구 여의도동 1-2 ,NS,7,500,5,500,5,,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.530614,126.925671
여의공원로-2,여의공원로 119 ~ 여의공원로 101,T,25,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5300502,126.9267628
KC TOWER,영등포구 여의도동 13-13 ,BS,49,1000,10,1000,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.530582,126.920612
국민일보사옥앞(구),영등포구 여의도동 1-2 ,NS,16,500,5,500,5,200000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.529824,126.925189
기계산업진흥회,영등포구 여의도동 13-6 ,BS,261,2000,30,1000,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.529655,126.922337
동아빌딩앞 노상주차장(구),영등포구 여의도동 14-0,NS,9,500,5,1000,10,36000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2650-1436,미연계,37.52956174,126.92009277
동아빌딩앞(구),영등포구 여의도동 1-4 ,NS,14,500,5,500,5,20000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.5294094,126.9205863
렉싱턴호텔뒤 노상주차장(구),영등포구 여의도동 13-0,NS,11,500,5,1000,10,36000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2650-1436,미연계,37.52967305,126.92188395
신한드림리버오피스텔 주차장,영등포구 여의도동 12-3 ,BS,232,3000,30,1000,10,50000,190,2024-10-02 16:05:09,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.529664,126.924537
여의도순복음교회,영등포구 여의도동 11-0 ,BS,200,2000,30,300,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.530887,126.923127
여의도파란곤,영등포구 여의도동 13-0 ,BS,551,2000,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.530953,126.921189
여의도한강3주차장(서강대교남단),영등포구 여의도동 83-6 ,BP,800,2000,30,300,10,15000,595,2024-10-02 16:05:07,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,,20분,37.53240356,126.924436
은행로-1,국회대로 800 ~ 은행로 38,T,50,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5312239,126.9214389
은행로-2,여의공원로 101 ~ 국회대로76길 15,T,50,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5302148,126.9231015
국민은행앞 노상주차장(구),영등포구 여의도동 15-22,NS,13,500,5,1000,10,36000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2650-1436,미연계,37.52893072,126.91867867
대하빌딩,영등포구 여의도동 14-21 ,BS,175,0,30,1000,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.529915,126.919201
당산 SK V1 센터,영등포구 당산동4가 80-0 ,BS,690,3000,60,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.530852,126.898234
당산고가 밑 이륜차 전용주차장(구),영등포구 당산동5가 1-2,NS,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.53329412,126.90149297
당산고가밑 공영주차장(시),영등포구 당산동5가 9-15,NS,23,260,5,260,5,,15,2024-10-02 16:05:33,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-3934-4293,20분,37.53261905,126.90086754
당산역효성해링턴타워오피스텔 주차장,영등포구 당산동5가 9-3 ,BS,378,1500,30,500,10,20000,378,2024-10-02 16:05:08,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.532719,126.9005
영등포구 당산동5가 9-2 ,영등포구 당산동5가 9-2 ,BS,211,1000,10,6000,60,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.533238,126.900582
TCC타워,영등포구 당산동4가 93-5 ,BS,36,2000,10,2000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.529323,126.894888
서울영등포우체국,영등포구 당산동4가 93-6 ,BS,260,700,10,700,10,20000,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.529606,126.894953
목동운동장,양천구 목동 914-0 ,BS,917,150,5,150,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.53035,126.881733
목동타운홀(구),양천구 목동 905-21,NW,25,150,5,150,5,9000,0,,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2644-1384,미연계,37.53292894,126.87687749
양천사회단체봉사센터 공영주차장(구),양천구 목동 905-29,NW,21,150,5,0,0,,16,2024-10-02 16:05:37,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2644-1386,20분,37.531871,126.875505
중소기업유통센터(행복한백화점),양천구 목동 917-6 ,BP,622,0,60,500,10,0,464,2024-10-02 16:05:49,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-6678-9940,20분,37.52937002,126.87612377
