주차장 이름,주변 주차장
stx V-TOWER 주차장,"마리오아울렛 3관: 176, 에이스하이엔드3차 주차장: 206, SJ테크노빌 주차장(롯데팩토리아울렛): 256, 마리오아울렛 2관: 282, 마리오아울렛 1관: 315, 가산 우림라이온스밸리: 318, 가산비즈니스센터: 405, 더리즌밸리 주차장: 433, 하이힐(현대시티아울렛): 478, 가산아이에스비즈타워[가산동 3호점]: 486, 스타밸리 주차장: 505, 한라시그마밸리: 524"
더리즌밸리 주차장,"하이힐(현대시티아울렛): 194, 마리오아울렛 1관: 273, 마리오아울렛 2관: 349, 마리오아울렛 3관: 409, stx V-TOWER 주차장: 433, SJ테크노빌 주차장(롯데팩토리아울렛): 512, 가산아이에스비즈타워[가산동 3호점]: 570, 구로 한화비즈메트로: 668"
마리오아울렛 1관,"마리오아울렛 2관: 82, 마리오아울렛 3관: 188, 하이힐(현대시티아울렛): 192, SJ테크노빌 주차장(롯데팩토리아울렛): 262, 더리즌밸리 주차장: 273, stx V-TOWER 주차장: 315, 스타밸리 주차장: 437, 가산 우림라이온스밸리: 448, 에이스하이엔드3차 주차장: 476, 가산아이에스비즈타워[가산동 3호점]: 684"
마리오아울렛 2관,"마리오아울렛 1관: 82, 마리오아울렛 3관: 123, SJ테크노빌 주차장(롯데팩토리아울렛): 180, 하이힐(현대시티아울렛): 271, stx V-TOWER 주차장: 282, 더리즌밸리 주차장: 349, 스타밸리 주차장: 362, 가산 우림라이온스밸리: 368, 에이스하이엔드3차 주차장: 416, 가산비즈니스센터: 499, 에이스테크노타워10차 주차장: 660"
마리오아울렛 3관,"SJ테크노빌 주차장(롯데팩토리아울렛): 113, 마리오아울렛 2관: 123, stx V-TOWER 주차장: 176, 마리오아울렛 1관: 188, 가산 우림라이온스밸리: 272, 에이스하이엔드3차 주차장: 293, 스타밸리 주차장: 358, 하이힐(현대시티아울렛): 378, 가산비즈니스센터: 397, 더리즌밸리 주차장: 409, 에이스테크노타워10차 주차장: 599, 한라시그마밸리: 697"
에이스하이엔드3차 주차장,"stx V-TOWER 주차장: 206, 가산 우림라이온스밸리: 211, 가산비즈니스센터: 234, SJ테크노빌 주차장(롯데팩토리아울렛): 292, 마리오아울렛 3관: 293, 마리오아울렛 2관: 416, 디폴리스 주차장: 450, 마리오아울렛 1관: 476, 스타밸리 주차장: 482, 에이스테크노타워10차 주차장: 533, 한라시그마밸리: 572, 가산A1타워 주차장: 593, 가산아이에스비즈타워[가산동 3호점]: 600, 백상스타타워2차: 611"
아이온타워3차,구로항동에이스캠프: 531
구로항동에이스캠프,아이온타워3차: 531
홈플러스 남현점,"사당노외 공영주차장(시): 456, 남현동 도원빌딩: 604"
롯데마트 맥스 금천점,"현대지식산업센터: 191, 홈플러스 금천점: 241, LG전자베스트샵 금천본점: 277"
가산아이에스비즈타워[가산동 3호점],"잔카드림타워: 174, 한라시그마밸리: 185, stx V-TOWER 주차장: 486, 더리즌밸리 주차장: 570, 에이스하이엔드3차 주차장: 600, 대륭테크노타운13차: 639, 마리오아울렛 1관: 684"
잔카드림타워,"가산아이에스비즈타워[가산동 3호점]: 174, 한라시그마밸리: 204, 대륭테크노타운13차: 585, 대륭테크노타운 20차: 657, 더 루벤스밸리[독산역 1호점]: 717, 가산동 금천교 공영주차장(시): 755"
한라시그마밸리,"가산아이에스비즈타워[가산동 3호점]: 185, 잔카드림타워: 204, stx V-TOWER 주차장: 524, 에이스하이엔드3차 주차장: 572, 마리오아울렛 3관: 697"
LG전자베스트샵 금천본점,"홈플러스 금천점: 162, 현대지식산업센터: 248, 롯데마트 맥스 금천점: 277"
현대지식산업센터,"홈플러스 금천점: 105, 롯데마트 맥스 금천점: 191, LG전자베스트샵 금천본점: 248, 금천 롯데타워 오피스텔: 649"
홈플러스 금천점,"현대지식산업센터: 105, LG전자베스트샵 금천본점: 162, 롯데마트 맥스 금천점: 241"
독산동 금천교 공영주차장(시),"우림라이온스밸리2차: 158, 금천 롯데타워 오피스텔: 232, 가산동 금천교 공영주차장(시): 235, 디지털엠파이어 주차장: 266, 더 루벤스밸리[독산역 1호점]: 267, 대륭테크노타운 20차: 282, 대륭테크노타운13차: 286"
가산동 금천교 공영주차장(시),"더 루벤스밸리[독산역 1호점]: 42, 디지털엠파이어 주차장: 71, 대륭테크노타운 20차: 98, 우림라이온스밸리2차: 115, 독산동 금천교 공영주차장(시): 235, 대륭테크노타운13차: 264, 금천 롯데타워 오피스텔: 330, 잔카드림타워: 755"
더 루벤스밸리[독산역 1호점],"가산동 금천교 공영주차장(시): 42, 대륭테크노타운 20차: 63, 디지털엠파이어 주차장: 97, 우림라이온스밸리2차: 129, 대륭테크노타운13차: 250, 독산동 금천교 공영주차장(시): 267, 금천 롯데타워 오피스텔: 372, 잔카드림타워: 717"
대륭테크노타운 20차,"더 루벤스밸리[독산역 1호점]: 63, 가산동 금천교 공영주차장(시): 98, 우림라이온스밸리2차: 126, 디지털엠파이어 주차장: 161, 대륭테크노타운13차: 197, 독산동 금천교 공영주차장(시): 282, 금천 롯데타워 오피스텔: 420, 잔카드림타워: 657"
대륭테크노타운13차,"우림라이온스밸리2차: 179, 대륭테크노타운 20차: 197, 더 루벤스밸리[독산역 1호점]: 250, 가산동 금천교 공영주차장(시): 264, 독산동 금천교 공영주차장(시): 286, 디지털엠파이어 주차장: 335, 금천 롯데타워 오피스텔: 500, 잔카드림타워: 585, 가산아이에스비즈타워[가산동 3호점]: 639"
우림라이온스밸리2차,"가산동 금천교 공영주차장(시): 115, 대륭테크노타운 20차: 126, 더 루벤스밸리[독산역 1호점]: 129, 독산동 금천교 공영주차장(시): 158, 디지털엠파이어 주차장: 178, 대륭테크노타운13차: 179, 금천 롯데타워 오피스텔: 332"
남부여성발전센터 공영주차장(시),효봉공영주차장(구): 520
금천 롯데타워 오피스텔,"독산동 금천교 공영주차장(시): 232, 디지털엠파이어 주차장: 304, 가산동 금천교 공영주차장(시): 330, 우림라이온스밸리2차: 332, 더 루벤스밸리[독산역 1호점]: 372, 대륭테크노타운 20차: 420, 대륭테크노타운13차: 500, 금천 롯데 캐슬 4차: 628, 현대지식산업센터: 649"
디지털엠파이어 주차장,"가산동 금천교 공영주차장(시): 71, 더 루벤스밸리[독산역 1호점]: 97, 대륭테크노타운 20차: 161, 우림라이온스밸리2차: 178, 독산동 금천교 공영주차장(시): 266, 금천 롯데타워 오피스텔: 304, 대륭테크노타운13차: 335"
효봉공영주차장(구),남부여성발전센터 공영주차장(시): 520
금천 롯데 캐슬 4차,"롯데캐슬골드파크3차: 209, 금천 롯데타워 오피스텔: 628"
롯데캐슬골드파크3차,금천 롯데 캐슬 4차: 209
구파발역 공영주차장(시),롯데몰 은평점 주차장: 143
롯데몰 은평점 주차장,구파발역 공영주차장(시): 143
한화생명 불광동사옥,서울기록원 부설주차장: 681
서울기록원 부설주차장,한화생명 불광동사옥: 681
LG전자베스트샵 은평점,"이마트 은평점[은평이마트점]: 350, 진흥로 공영주차장(시): 429"
이마트 은평점[은평이마트점],"LG전자베스트샵 은평점: 350, 진흥로 공영주차장(시): 400"
진흥로 공영주차장(시),"이마트 은평점[은평이마트점]: 69, 진흥로 공영주차장(시): 367, LG전자베스트샵 은평점: 395"
상암오밸리스크1차,상암 더팬빌딩 주차장[마포 상암점]: 691
국립현대미술관 서울관,"경복궁 주차장: 316, 트윈트리타워 주차장: 456, 케이트윈타워: 551"
SBS프리즘 타워주차장,"디디엠씨(DDMC) 주차장: 144, 엠비씨 씨앤아이 파크엠(MBC C&I PARK M): 179, 상암1 공영주차장(구): 474, (주)우리기술 사옥: 508"
디디엠씨(DDMC) 주차장,"엠비씨 씨앤아이 파크엠(MBC C&I PARK M): 114, SBS프리즘 타워주차장: 144, 상암1 공영주차장(구): 394, (주)우리기술 사옥: 590"
엠비씨 씨앤아이 파크엠(MBC C&I PARK M),"디디엠씨(DDMC) 주차장: 114, SBS프리즘 타워주차장: 179, 상암1 공영주차장(구): 298"
(주)우리기술 사옥,"상암 더팬빌딩 주차장[마포 상암점]: 42, SBS프리즘 타워주차장: 508, 디디엠씨(DDMC) 주차장: 590"
상암 더팬빌딩 주차장[마포 상암점],"(주)우리기술 사옥: 42, 상암오밸리스크1차: 691"
트윈트리타워 주차장,"케이트윈타워: 128, 경복궁 주차장: 191, 지타워 주차장: 315, 세종로 공영주차장(시): 440, 국립현대미술관 서울관: 456, 그랑서울 주차장: 495, 센트로폴리스: 510, 종로타워 주차장: 640"
경복궁 주차장,"트윈트리타워 주차장: 191, 케이트윈타워: 245, 국립현대미술관 서울관: 316, 세종로 공영주차장(시): 484, 지타워 주차장: 502, 적선동 주차장(시): 511, 센트로폴리스: 701"
적선동 주차장(시),"세종로 공영주차장(시): 192, 케이트윈타워: 427, 경복궁 주차장: 511"
케이트윈타워,"트윈트리타워 주차장: 128, 경복궁 주차장: 245, 지타워 주차장: 289, 세종로 공영주차장(시): 312, 적선동 주차장(시): 427, 그랑서울 주차장: 455, 센트로폴리스: 518, 국립현대미술관 서울관: 551, 서울글로벌센터 공영주차장(시): 585, 종로타워 주차장: 636"
상암1 공영주차장(구),"엠비씨 씨앤아이 파크엠(MBC C&I PARK M): 298, 디디엠씨(DDMC) 주차장: 394, SBS프리즘 타워주차장: 474"
방화역(동) 공영주차장(시),방화역(서) 공영주차장(시): 104
방화역(서) 공영주차장(시),방화역(동) 공영주차장(시): 104
세종로 공영주차장(시),"적선동 주차장(시): 192, 케이트윈타워: 312, 트윈트리타워 주차장: 440, 지타워 주차장: 462, 경복궁 주차장: 484, 그랑서울 주차장: 549, 뉴국제호텔 앞(구): 606, 다동쉼터(구): 709"
다올빌딩,한국종합기술 사옥[강동첨단 2호점]: 134
한국종합기술 사옥[강동첨단 2호점],다올빌딩: 134
명일동 주차장(구),"암사1동 주차장(구): 505, 강동홈플러스 주차장: 589"
어린이대공원(상상나라),"공유) 능동 IoT 공유주차장(구): 211, 빌리브인테라스: 593"
공유) 19-17(구),"송정동(건물) 공영주차장(구): 49, 공유) 19-21(구): 109, 공유) 19-03(구): 219, 공유) 19-04(구): 302, 공유) 19-02(구): 346, 공유) 19-01(구): 478, 공유) 18-23(구): 593, 공유) 19-12(구): 611, 공유) 18-21(구): 635, 공유) 18-25(구): 668"
송정동(건물) 공영주차장(구),"공유) 19-17(구): 49, 공유) 19-21(구): 102, 공유) 19-03(구): 220, 공유) 19-02(구): 311, 공유) 19-04(구): 339, 공유) 19-01(구): 439, 공유) 18-23(구): 565, 공유) 18-21(구): 586, 공유) 18-25(구): 618, 공유) 19-12(구): 638"
공유) 19-21(구),"송정동(건물) 공영주차장(구): 102, 공유) 19-17(구): 109, 공유) 19-03(구): 117, 공유) 19-02(구): 252, 공유) 19-04(구): 277, 공유) 19-01(구): 389, 공유) 18-23(구): 536, 공유) 18-21(구): 585, 공유) 19-12(구): 622, 공유) 18-25(구): 687"
공유) 19-01(구),"공유) 19-02(구): 137, 공유) 18-23(구): 174, 공유) 18-21(구): 297, 공유) 18-11(구): 315, 공유) 18-25(구): 342, 공유) 19-03(구): 366, 공유) 18-14(구): 371, 공유) 19-21(구): 389, 송정동(건물) 공영주차장(구): 439, 공유) 18-15(구): 469, 공유) 19-17(구): 478, 공유) 18-10(구): 546, 공유) 19-04(구): 600, 공유) 18-29(구): 601, 공유) 18-18(구): 644"
공유) 19-02(구),"공유) 19-01(구): 137, 공유) 19-03(구): 233, 공유) 19-21(구): 252, 공유) 18-23(구): 299, 송정동(건물) 공영주차장(구): 311, 공유) 19-17(구): 346, 공유) 18-21(구): 388, 공유) 18-11(구): 449, 공유) 18-25(구): 462, 공유) 19-04(구): 469, 공유) 18-14(구): 506, 공유) 18-15(구): 602, 공유) 18-18(구): 749"
공유) 19-03(구),"공유) 19-21(구): 117, 공유) 19-17(구): 219, 송정동(건물) 공영주차장(구): 220, 공유) 19-02(구): 233, 공유) 19-04(구): 236, 공유) 19-01(구): 366, 공유) 18-23(구): 532, 공유) 19-12(구): 594, 공유) 18-21(구): 610, 공유) 18-25(구): 694"
공유) 18-05(구),"성수2가3동(건물) 공영주차장(구): 25, 공유) 18-03(구): 156, 공유) 18-01(구): 282, 공유) 18-02(구): 331, 공유) 18-04(구): 436, 공유) 16-10(구): 437, 공유) 18-11(구): 448, 공유) 16-14(구): 455, 공유) 18-33(구): 458, 공유) 16-09(구): 463, 공유) 18-10(구): 478, 서울숲아이티밸리: 481, 공유) 19-01(구): 483, 공유) 16-17(구): 503, 공유) 18-44(구): 508, 팩토리얼 성수: 532, 공유) 18-43(구): 554, 공유) 18-36(구): 556, 공유) 18-14(구): 563, 공유) 18-15(구): 581, 공유) 18-18(구): 585, 공유) 18-32(구): 596, 공유) 18-34(구): 599"
성수2가3동(건물) 공영주차장(구),"공유) 18-05(구): 25, 공유) 18-03(구): 182, 공유) 18-01(구): 301, 공유) 18-02(구): 354, 공유) 18-11(구): 433, 공유) 16-10(구): 452, 공유) 18-04(구): 461, 공유) 19-01(구): 464, 공유) 16-14(구): 468, 공유) 16-09(구): 475, 공유) 18-10(구): 477, 공유) 18-33(구): 482, 서울숲아이티밸리: 506, 공유) 18-44(구): 525, 팩토리얼 성수: 549, 공유) 18-14(구): 554, 공유) 18-36(구): 567, 공유) 18-15(구): 576, 공유) 18-43(구): 579, 공유) 18-18(구): 588, 공유) 18-34(구): 620, 공유) 18-32(구): 621"
공유) 16-09(구),"공유) 16-14(구): 10, 공유) 16-10(구): 67, 공유) 18-01(구): 205, 공유) 18-02(구): 302, 공유) 16-06(구): 331, 공유) 16-01(구): 348, 공유) 16-04(구): 366, 공유) 16-17(구): 375, 살곶이(평면) 공영주차장(구): 383, 서울숲아이티밸리: 397, 공유) 18-03(구): 422, 공유) 16-03(구): 428, 공유) 18-05(구): 463, 공유) 18-04(구): 468, 성수2가3동(건물) 공영주차장(구): 475, 공유) 16-30(구): 513, 누디트서울숲 주차장: 552, 공유) 18-43(구): 586, 공유) 18-33(구): 592, 공유) 16-31(구): 603, 공유) 18-32(구): 605, 공유) 15-01(구): 665"
